data;hora;natureza_acidente;bairro;endereco;sentido_via;tipo;auto;moto;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;ano
05/01/2019;12:20:00;SEM VÍTIMA;VÁRZEA;RUA VALE DO SIRIJI;CIDADE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;12:37:00;COM VÍTIMA;ILHA DO LEITE;AV LINS PETIT;;ACID. DE PERCURSO;;1;;;;;;;1;;;;;;;;;;2019
05/01/2019;12:42:00;SEM VÍTIMA;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;SUBURBIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
05/01/2019;13:19:00;COM VÍTIMA;SANTO AMARO;AV CRUZ CABUGA;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;R-6a;;2019
05/01/2019;15:25:00;SEM VÍTIMA;VÁRZEA;RUA SIRIJI;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Ilegível;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;15:59:00;SEM VÍTIMA;APIPUCOS;RUA DOIS IRMAOS;;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
05/01/2019;16:50:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;SUBURBIO;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;2019
05/01/2019;17:17:00;SEM VÍTIMA;DERBY;RUA JENER DE SOUZA;;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
05/01/2019;18:19:00;SEM VÍTIMA;ARRUDA;RUA ZEFERINO AGRA;;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
05/01/2019;19:01:00;SEM VÍTIMA;TAMARINEIRA;EST VELHA DE AGUA FRIA;CIDADE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
06/01/2019;02:16:00;SEM VÍTIMA;BAIRRO DO RECIFE;AV MARQUES DE OLINDA;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Intermitente;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;30 km/h;2019
06/01/2019;02:40:00;SEM VÍTIMA;MADALENA;EST DOS REMEDIOS;CIDADE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
06/01/2019;06:06:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;;;;1;;;;0;;Chuvoso;Não existe;;Molhada;Perfeito estado;Outros;Outras;;2019
06/01/2019;12:18:00;SEM VÍTIMA;GUABIRABA;EST DOS MACACOS;SUBURBIO;COLISÃO FRONTAL;1;1;;;;;;;0;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;2019
06/01/2019;18:02:00;SEM VÍTIMA;AFOGADOS;AV SUL;CIDADE;COLISÃO TRASEIRA;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;2019
06/01/2019;18:10:00;SEM VÍTIMA;IBURA;LAD DA COHAB;SUBURBIO;COLISÃO FRONTAL;1;;;;1;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;;Não há placas;40 km/h;2019
06/01/2019;18:29:00;COM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;SUBURBIO;COLISÃO TRASEIRA;;1;;;1;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
06/01/2019;20:17:00;SEM VÍTIMA;IPUTINGA;AV CAXANGA;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;1;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
06/01/2019;20:48:00;SEM VÍTIMA;MACAXEIRA;RUA TEREZA CARNEIRO;;COLISÃO;;1;;;1;;;;0;;;;;;;;;;2019
07/01/2019;02:13:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;CIDADE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
07/01/2019;06:03:00;COM VÍTIMA;SANTO ANTÔNIO;PTE SEIS DE MARCO;CIDADE;TOMBAMENTO;;1;;;;;;;1;;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;2019
07/01/2019;08:19:00;SEM VÍTIMA;MADALENA;AV JOSE GONCALVES DE MEDEIROS;CIDADE;CHOQUE OBJETO FIXO;1;;;;;;;;0;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;Outras;;2019
07/01/2019;08:19:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
07/01/2019;08:30:00;COM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
07/01/2019;08:37:00;SEM VÍTIMA;TORRE;AV BEIRA RIO;TORRE;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
07/01/2019;09:37:00;SEM VÍTIMA;DERBY;PRC DO DERBY;CIDADE;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;50 km/h;2019
07/01/2019;10:44:00;COM VÍTIMA;PONTO DE PARADA;AV BEBERIBE;CIDADE;ABALROAMENTO TRANSVERSAL;;3;;;;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;50 km/h;2019
07/01/2019;10:48:00;COM VÍTIMA;CAXANGÁ;AV CAXANGA;SUBURBIO;ATROPELAMENTO;;;;1;;;1;;1;;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Outros;Não há placas;;2019
07/01/2019;11:18:00;COM VÍTIMA;AFOGADOS;EST DOS REMEDIOS;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
07/01/2019;12:02:00;SEM VÍTIMA;MADALENA;RUA JANUARIO BARBOSA;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;2019
07/01/2019;12:05:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;SUBURBIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
07/01/2019;12:08:00;COM VÍTIMA;ESPINHEIRO;RUA DA HORA;;COLISÃO;1;1;;;;;;;1;;;;;;;;;;2019
07/01/2019;12:15:00;SEM VÍTIMA;SANTO ANTÔNIO;AV MARTINS DE BARROS;;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;2019
07/01/2019;12:18:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;SUBURBIO;COLISÃO TRASEIRA;1;;;;;;;1;0;;Bom;Sem defeito;Perfeito estado;Seca;Mal conservada;Faixa de pedestre;Outras;;2019
07/01/2019;12:23:00;SEM VÍTIMA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;2019
07/01/2019;12:44:00;SEM VÍTIMA;ESPINHEIRO;RUA CONS PORTELA;;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
07/01/2019;13:24:00;SEM VÍTIMA;BOA VISTA;RUA BARAO DE SAO BORJA;SUBURBIO;COLISÃO FRONTAL;2;;;;;;;;0;;Bom;Não existe;Ilegível;Seca;Perfeito estado;;Placas Pare;;2019
07/01/2019;14:21:00;SEM VÍTIMA;MADALENA;RUA BENFICA;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;2019
07/01/2019;14:25:00;SEM VÍTIMA;;RUA JOAO FERNANDES VIEIRA;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;;;;1;0;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;;;2019
07/01/2019;14:34:00;COM VÍTIMA;BAIRRO DO RECIFE;AV MILITAR;SUBURBIO;CHOQUE OBJETO FIXO;1;;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;;;2019
07/01/2019;14:39:00;SEM VÍTIMA;IPSEP;RUA HELIO BRANDAO;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Dê a preferência;;2019
07/01/2019;14:39:00;SEM VÍTIMA;SANTO AMARO;RUA DO POMBAL;;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
07/01/2019;15:04:00;SEM VÍTIMA;;AV GOVERNADOR AGAMENON MAGALHAES;;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;60 km/h;2019
07/01/2019;15:08:00;SEM VÍTIMA;SAN MARTIN;AV GENERAL SAN MARTIN;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
07/01/2019;15:22:00;SEM VÍTIMA;CAMPINA DO BARRETO;RUA DOS CRAVEIROS;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;;;1;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;30 km/h;2019
05/01/2019;10:45:00;COM VÍTIMA;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;40 km/h;2019
07/01/2019;15:24:00;SEM VÍTIMA;CORDEIRO;AV CAXANGA;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;;;;;;;1;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;40 km/h;2019
07/01/2019;15:41:00;SEM VÍTIMA;TORREÃO;AV NORTE;CIDADE;COLISÃO TRASEIRA;1;;;;;;1;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-6a;60 km/h;2019
07/01/2019;16:03:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
07/01/2019;16:20:00;COM VÍTIMA;TAMARINEIRA;EST VELHA DE AGUA FRIA;CIDADE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
07/01/2019;16:40:00;SEM VÍTIMA;AFOGADOS;RUA MOTOCOLOMBO;SUBURBIO;COLISÃO TRASEIRA;3;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;2019
07/01/2019;16:41:00;SEM VÍTIMA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;CIDADE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6b;;2019
07/01/2019;17:28:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;SUBURBIO;COLISÃO TRASEIRA;;;;;;;2;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;60 km/h;2019
07/01/2019;17:57:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
07/01/2019;21:35:00;COM VÍTIMA;ALTO JOSÉ BONIFÁCIO;RUA CORREGO DO EUCLIDES;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Outras;;2019
07/01/2019;21:42:00;SEM VÍTIMA;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
07/01/2019;22:01:00;SEM VÍTIMA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;SUBURBIO;COLISÃO FRONTAL;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;2019
08/01/2019;06:25:00;SEM VÍTIMA;SÃO JOSÉ;RUA DO PEIXOTO;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;;;;1;;;;0;;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;;Não há placas;40 km/h;2019
08/01/2019;06:47:00;SEM VÍTIMA;VÁRZEA;RUA MARECHAL MANOEL LUIS OSORIO;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;06:59:00;SEM VÍTIMA;VÁRZEA;RUA PROFESSOR CHAVES BATISTA;CIDADE;COLISÃO TRASEIRA;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
08/01/2019;07:31:00;COM VÍTIMA;CABANGA;AV GOVERNADOR PAULO GUERRA;SUBURBIO;COLISÃO COM CICLISTA;;1;1;;;;;;2;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
08/01/2019;07:49:00;SEM VÍTIMA;VÁRZEA;RUA MARECHAL MANOEL LUIS OSORIO;CIDADE;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;07:53:00;SEM VÍTIMA;PAISSANDU;RUA PAISSANDU;CIDADE;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;07:56:00;SEM VÍTIMA;PAISSANDU;RUA PAISSANDU;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
08/01/2019;08:21:00;SEM VÍTIMA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;2019
08/01/2019;08:27:00;SEM VÍTIMA;CASA AMARELA;RUA MAJOR NEREU GUERRA;CIDADE;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;30 km/h;2019
08/01/2019;08:57:00;SEM VÍTIMA;BOA VIAGEM;RUA BALTAZAR PASSOS;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;30 km/h;2019
08/01/2019;10:09:00;SEM VÍTIMA;CASA FORTE;AV DEZESSETE DE AGOSTO;SUBURBIO;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
08/01/2019;10:24:00;SEM VÍTIMA;SANTO AMARO;RUA DA UNIAO;SUBURBIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;10:29:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA CORREGO DA AREIA;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Não existente;Seca;Mal conservada;Não existe;Não há placas;;2019
08/01/2019;10:58:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;SUBURBIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;60 km/h;2019
08/01/2019;10:58:00;SEM VÍTIMA;NOVA DESCOBERTA;RUA CORREGO DA AREIA;;COLISÃO;1;;;;;1;;;0;;;;;;;;;;2019
08/01/2019;11:04:00;SEM VÍTIMA;AREIAS;AV RECIFE;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;60 km/h;2019
08/01/2019;12:09:00;SEM VÍTIMA;ESPINHEIRO;RUA MARQUES DO PARANA;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;2019
08/01/2019;12:34:00;SEM VÍTIMA;SANTO AMARO;AV VISCONDE DE SUASSUNA;SUBURBIO;CHOQUE VEÍCULO PARADO;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;40 km/h;2019
08/01/2019;13:00:00;SEM VÍTIMA;TORRE;RUA REAL DA TORRE;CIDADE;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;2019
08/01/2019;13:05:00;SEM VÍTIMA;JAQUEIRA;RUA LEONARDO BEZERRA CAVALCANTE;CIDADE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;2019
08/01/2019;13:20:00;SEM VÍTIMA;IMBIRIBEIRA;RUA PAMPULHA;;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
08/01/2019;13:29:00;SEM VÍTIMA;CAMPO GRANDE;AV PROFESSOR JOSE DOS ANJOS;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
08/01/2019;13:31:00;SEM VÍTIMA;MADALENA;AV VISCONDE DE ALBUQUERQUE;CIDADE;COLISÃO TRASEIRA;2;;;;;1;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;2019
08/01/2019;13:35:00;SEM VÍTIMA;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
08/01/2019;15:04:00;COM VÍTIMA;IPSEP;RUA JEAN EMILE FAVRE;CIDADE;COLISÃO FRONTAL;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
08/01/2019;15:05:00;SEM VÍTIMA;SANTO AMARO;AV NORTE;SUBURBIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
08/01/2019;15:06:00;SEM VÍTIMA;BOA VIAGEM;RUA BRUNO VELOSO;;COLISÃO;1;;;;1;;;;0;;;;;;;;;;2019
08/01/2019;15:42:00;SEM VÍTIMA;PINA;AV ANTONIO DE GOES;CIDADE;COLISÃO TRASEIRA;3;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;2019
08/01/2019;16:20:00;SEM VÍTIMA;CASA AMARELA;EST DO ARRAIAL;SUBURBIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
08/01/2019;17:25:00;SEM VÍTIMA;BOA VIAGEM;AV VINTE DE JANEIRO;SUBURBIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;18:51:00;SEM VÍTIMA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;SUBURBIO;COLISÃO TRASEIRA;4;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
08/01/2019;20:29:00;SEM VÍTIMA;GRAÇAS;RUA ANTENOR NAVARRO;SUBURBIO;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
09/01/2019;01:50:00;SEM VÍTIMA;JORDÃO;RUA DR ALVARO FERRAZ;;COLISÃO;2;;;;;;;;0;;;;;;;;;;2019
09/01/2019;05:50:00;SEM VÍTIMA;BOA VIAGEM;RUA WALDEMAR NERY CARNEIRO MONTEIRO;CIDADE;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;2019
09/01/2019;06:27:00;SEM VÍTIMA;BOA VISTA;RUA JOSE DE ALENCAR;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
09/01/2019;07:06:00;SEM VÍTIMA;MANGUEIRA;RUA VINTE E UM DE ABRIL;;COLISÃO;;;;;;;;;0;;;;;;;;;;2019
09/01/2019;07:49:00;COM VÍTIMA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;2019
09/01/2019;08:32:00;SEM VÍTIMA;ENGENHO DO MEIO;;CIDADE;ABALROAMENTO LONGITUDINAL;2;1;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
09/01/2019;09:03:00;SEM VÍTIMA;IMBIRIBEIRA;RUA CORONEL FABRICIANO;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;1;;;;;;;0;;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;30 km/h;2019
09/01/2019;10:16:00;SEM VÍTIMA;AREIAS;AV RECIFE;;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
09/01/2019;12:19:00;SEM VÍTIMA;CAXANGÁ;AV CAXANGA;;COLISÃO;1;1;;;;;;;0;;;;;;;;;;2019
09/01/2019;14:43:00;SEM VÍTIMA;ESTÂNCIA;AV RECIFE;SUBURBIO;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;2019
09/01/2019;14:45:00;SEM VÍTIMA;SÃO JOSÉ;RUA SAO JOAO;CIDADE;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;;;Outras;;2019
09/01/2019;15:19:00;SEM VÍTIMA;BOA VIAGEM;RUA RIO AZUL;SUBURBIO;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
09/01/2019;15:21:00;COM VÍTIMA;TORRE;RUA JOSE BONIFACIO;CIDADE;COLISÃO TRASEIRA;1;1;;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;2019
09/01/2019;15:32:00;COM VÍTIMA;ÁGUA FRIA;AV BEBERIBE;;COLISÃO COM CICLISTA;1;;1;;;;;;1;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Outras;;2019
09/01/2019;15:43:00;COM VÍTIMA;SÃO JOSÉ;TRV DO RAPOSO;CIDADE;ATROPELAMENTO;;;;1;1;;;;1;;Bom;Não existe;Ilegível;Seca;Mal conservada;Não existe;Não há placas;;2019
09/01/2019;16:54:00;SEM VÍTIMA;BOA VISTA;PTE PRINCESA IZABEL;;COLISÃO;;2;;;;;;;0;;;;;;;;;;2019
09/01/2019;18:07:00;SEM VÍTIMA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;COLISÃO TRASEIRA;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;2019
09/01/2019;18:55:00;SEM VÍTIMA;PINA;AV REPUBLICA ARABE UNIDA;SUBURBIO;ABALROAMENTO LONGITUDINAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;2019
09/01/2019;19:35:00;SEM VÍTIMA;IPUTINGA;AV CAXANGA;CIDADE;ABALROAMENTO LONGITUDINAL;1;;;;;1;;;0;;Bom;;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
09/01/2019;20:45:00;COM VÍTIMA;ENCRUZILHADA;RUA AMARO COUTINHO;CIDADE;ABALROAMENTO TRANSVERSAL;1;1;;;;;;;1;;Bom;Não existe;Não existente;Seca;Mal iluminada;Não existe;Não há placas;;2019
09/01/2019;20:54:00;SEM VÍTIMA;CAMPO GRANDE;RUA ODORICO MENDES;;COLISÃO FRONTAL;2;;;;;;;;0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;2019
09/01/2019;21:44:00;COM VÍTIMA;CORDEIRO;RUA DO FORTE;;ABALROAMENTO LONGITUDINAL;;1;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;2019
09/01/2019;22:10:00;SEM VÍTIMA;BOA VIAGEM;RUA CORONEL ANIZIO RODRIGUES COELHO;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;0;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;2019
09/01/2019;22:27:00;COM VÍTIMA;SAN MARTIN;RUA COMENDADOR FRANCO FERREIRA;SUBURBIO;ABALROAMENTO TRANSVERSAL;2;;;;;;;;1;;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;30 km/h;2019
